fm_id,type,Title,alternative_title,language,y1,y2,d1,d2,m1,m2,format,place_id_fk1,place_id_fk2,link,ext_notes,import
1685,printed,"Logices fundamentum, seu prodidagmata de dialecticis vocum affectionibus et proprietatibus [lost book]",0,Latin,1578,1578,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46133,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1686,printed,"Dialectica, seu Generalia logices praecepta omnia","quaecunque ex toto Aristotelis organo, philosophiae tironibus ad ediscendum proponi consueverunt",Latin,1579,1579,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46140,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1687,printed,"Dialectica, seu generalia logices praecepta omnia","quaecunque ex toto Aristotelis organo, philosophiae tironibus ad ediscendum proponi consueverunt",Latin,1581,1581,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46141,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1688,printed,Prodidagmata de dialecticis vocum affectionibus et proprietatibus,"non modo philosophiae, verum etiam alterius cujusuis disciplinae studiosis, ad obscurorum locorum tenebras depellendas, veritatemque facilius eruendam, utilissima",Latin,1584,1584,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46142,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1689,printed,"Dialectica, seu generalia logices praecepta omnia","quaecunque ex Aristotelis organo, philosophiae tironibus ad ediscendum proponi consueverunt",Latin,1585,1585,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46143,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1690,printed,Prodidagmata de dialecticis vocum affectionibus et proprietatibus,0,Latin,1591,1591,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46145,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1691,printed,Dialectica seu generalia logices praecepta omnia,0,Latin,1592,1592,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46147,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1692,printed,Prodidagmata de dialecticis vocum affectionibus et proprietatibus,0,Latin,1595,1595,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46148,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1693,printed,"Dialectica, seu generalia logices praecepta omnia",ex toto Aristotelis organo,Latin,1598,1598,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46149,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1694,printed,Dialectica seu Generalia logices præcepta omnia,"Quaecunque ex toto Aristotelis organo, philosophiae tironibus ad ediscendum proponi consueverunt",Latin,1608,1608,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46151,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1695,printed,"Tabulae totius dialectices, artium reliquarum instrumenti",0,Latin,1549,1549,0,0,0,0,8o,2,0,http://www.odis.be/lnk/en/PB_46193,<p>Philosophy =&gt; logic</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1696,printed,"Tabulae totius dialectices, artium reliquarum instrumenti",0,Latin,1551,1551,0,0,0,0,8o,2,0,http://www.odis.be/lnk/en/PB_46194,<p>Philosophy =&gt; logic</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1697,printed,De sphaera,0,Latin,1561,1561,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46197,<p>Astronomy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1698,printed,De sphaera,0,Latin,1564,1564,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46198,<p>Astronomy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1699,printed,"Introductio facilis, ad Aristotelis libros logice intellegendos utilissima",0,Latin,1512,1512,0,0,0,0,4o,2,495,http://www.odis.be/lnk/en/PB_46206,<p>philosophy =&gt; logic</p><p>contains 3 parts:</p><p>=&gt; some introductory considerations</p><p>=&gt; definitions and divisions on terms</p><p>=&gt; discussion on disagreements between nominalists and realists</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1700,printed,Meteorologicorum libri sex,0,Latin,1627,1627,0,0,0,0,4o,26,0,http://www.odis.be/lnk/en/PB_46207,"<p>natural philosophy</p><p>contains 6 books and follows the text of the&nbsp;<em>Meteorology</em> of Aristotle.</p><p>=&gt; subject are meteors, comets and winds</p>",Imported from 20231128_ml_ingest_odis_ml_pb.json
1701,printed,Meteorologicorum libri sex,Editio altera auctior & emendatior,Latin,1646,1646,0,0,0,0,4o,2,0,http://www.odis.be/lnk/en/PB_46209,"<p>natural philosophy</p><p>contains 6 books and follows the text of the&nbsp;<em>Meteorology</em>&nbsp;of Aristotle.</p><p>=&gt; subject are meteors, comets and winds</p>",Imported from 20231128_ml_ingest_odis_ml_pb.json
1702,printed,Philosophiae christianae de anima libri quatuor,0,Latin,1649,1649,0,0,0,0,4o,2,0,http://www.odis.be/lnk/en/PB_46210,<p>Natural philosophy and theology</p><p>Contains arguments on the 4 books of&nbsp;<em>De Anima&nbsp;</em>of Aristotle</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1703,printed,Compendium quatuor librorum institutionum secundum ordinem rubricorum,0,Latin,1513,1513,0,0,0,0,4o,2,0,http://www.odis.be/lnk/en/PB_46211,<p>Civil Law</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1704,printed,Compendium in quatuor institutionum imperialium libros,"Additus est elegans tractatus de exceptionibus/juxta rubricarum ordinem, cum summaria rerum & verborum declaratione",Latin,1552,1552,0,0,0,0,8o,2,0,http://www.odis.be/lnk/en/PB_46212,<p>Civil Law</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1705,printed,Arithmetices praxis,"ad quam veterum permulta exempla revocata explicantur, & illustrantur",Latin,1573,1573,0,0,0,0,8o,2,0,http://www.odis.be/lnk/en/PB_46214,<p>mathematics</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1706,printed,Prodidagmata sive logicae pars 1 introductoria ad Organum Aristotelis,0,Latin,1641,1641,0,0,0,0,8o,2,0,http://www.odis.be/lnk/en/PB_46215,<p>philosophy =&gt; logic</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1707,printed,Logica compendiosa,"tam philosophiam docentibus, quàm discentibus utilis",Latin,1658,1658,0,0,0,0,8o,2,0,http://www.odis.be/lnk/en/PB_46216,<p>philosophy =&gt; logic</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1708,printed,Medulla logicae,0,Latin,1661,1661,0,0,0,0,4o,2,0,http://www.odis.be/lnk/en/PB_46217,<p>philosophy =&gt; logic</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1709,printed,Medvlla metaphysicae,0,Latin,1663,1663,0,0,0,0,4o,2,0,http://www.odis.be/lnk/en/PB_46218,<p>natural philosophy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1710,printed,Medulla physicae,0,Latin,1664,1664,0,0,0,0,4o,2,0,http://www.odis.be/lnk/en/PB_46219,<p>natural philosophy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1711,printed,Anacephaleosis seu enumeratio Capitum omnium totius artis Dialecticae summam complectens,0,Latin,1566,1566,0,0,0,0,broadsheet,26,0,http://www.odis.be/lnk/en/PB_46221,<p>philosophy =&gt; logic</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1712,printed,"Ethicae, seu de moribus philosophiae brevis et perspicua descriptio",0,Latin,1567,1567,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46222,<p>Ethics</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1713,printed,"Physicae, seu de naturae philosophia institutio",0,Latin,1567,1567,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46223,<p>natural philosophy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1714,printed,Tabulae totius dialectices aliarum artium instrumenti praecepta utilissima breviter complectentes,0,Latin,1567,1567,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46224,<p>philosophy =&gt; logic</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1715,printed,De sphaera et primis astronomiae rudimentis libellus utilissimus,0,Latin,1568,1568,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46225,<p>astronomy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1716,printed,Anacephaleosis seu enumeratio capitum omnium totius artis dialecticae summam complectens,0,Latin,1568,1568,0,0,0,0,broadsheet,26,0,http://www.odis.be/lnk/en/PB_46227,<p>philosophy =&gt; logic</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1717,printed,"Physicae, seu De naturae philosophia institutio",0,Latin,1568,1568,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46228,<p>natural philosophy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1718,printed,"Ethicae, seu de moribus philosophiae brevis et perspicua descriptio",0,Latin,1568,1568,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46229,<p>ethics</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1719,printed,Tabulae totius dialectices aliarum artium instrumenti praecepta utilissima breviter complectentes,0,Latin,1569,1569,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46233,<p>philosophy =&gt; logic</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1720,printed,"De sphaera, et primis astronomiae rudimentis, libellus utilissimus",0,Latin,1571,1571,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46234,<p>astronomy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1721,printed,"Ethicae, seu moralis philosophiae brevis et perspicua descriptio",0,Latin,1572,1572,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46235,<p>ethics</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1722,printed,Physicae seu de naturae philosophia institutio,0,Latin,1572,1572,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46236,<p>natural philosophy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1723,printed,De sphaera et primis astronomiae rudimentis libellus utilissimus,0,Latin,1573,1573,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46237,<p>astronomy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1724,printed,"Ethicae, seu de moralis philosophiae brevis et perspicua descriptio",0,Latin,1574,1574,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46238,<p>ethics</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1725,printed,"Physicae, seu de naturae philosophia institutio",0,Latin,1574,1574,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46239,<p>natural philosophy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1726,printed,"Tabulae totius dialectices, aliarum artium instrumenti, praecepta utilissima breviter complectentes",0,Latin,1575,1575,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46240,<p>philosophy =&gt; logic</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1727,printed,"Anacephaleosis, seu enumeratio praecipuorum capitum philosophiae moralis libello ethico recens addita",0,Latin,1575,1575,0,0,0,0,broadsheet,26,0,http://www.odis.be/lnk/en/PB_46241,<p>ethics</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1728,printed,"Ethicae, seu moralis philosophiae brevis et perspicua descriptio",0,Latin,1575,1575,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46242,<p>ethics</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1729,printed,"De sphaera, et primis astronomiae rudimentis libellus utilissimus",0,Latin,1575,1575,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46243,<p>astronomy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1730,printed,"Tabulae, quibus totius dialecticae praecepta maxime ad usum disserendi necessaria breviter & summatim exponuntur",0,Latin,1575,1575,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46244,<p>philosophy =&gt; logic</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1731,printed,Physicae seu de naturae philosophia institutio,0,Latin,1575,1575,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46245,<p>natural philosophy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1732,printed,"Physicae, seu de naturae philosophia institutio",0,Latin,1580,1580,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46246,<p>natural philosophy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1733,printed,"De sphaera, et primis astronomiae rudimentis, libellus utilissimus",0,Latin,1581,1581,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46247,<p>astronomy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1734,printed,"Ethicae, seu de moribus philosophiae brevis et perspicua descriptio",0,Latin,1582,1582,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46248,<p>ethics</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1735,printed,"Tabulae, quibus totius dialecticae praecepta maxime ad usum disserendi necessaria breviter & summatim exponuntur",0,Latin,1582,1582,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46249,<p>philosophy =&gt; logic</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1736,printed,"Physicae, seu de naturae philosophia institutio",0,Latin,1584,1584,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46250,<p>natural philosophy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1737,printed,"De sphaera, et primis astronomiae rudimentis, libellus utilissimus",0,Latin,1585,1585,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46251,<p>astronomy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1738,printed,"Physicae, seu de naturae philosophia institutio",0,Latin,1593,1593,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46252,<p>natural philosophy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1739,printed,"De sphaera, et primis astronomiae rudimentis, libellus utilissimus",0,Latin,1593,1593,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46253,<p>astronomy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1740,printed,Compendium in quatuor institutionum imperialium libros,0,Latin,1544,1544,0,0,0,0,8o,2,0,http://www.odis.be/lnk/en/PB_46267,<p>civil law</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1741,printed,Summulae logicales: logicalia XII tractatuum et tractatus exponibilium cum commento,0,Latin,1486,1486,0,0,0,0,4o,26,0,http://www.odis.be/lnk/en/PB_46268,<p>philosophy =&gt; logic</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1742,printed,Tractatus duodecim,0,Latin,1505,1505,0,0,0,0,4o,26,0,http://www.odis.be/lnk/en/PB_46270,<p>philosophy =&gt; logic</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1743,printed,Tractatus duodecim,0,Latin,1527,1527,0,0,0,0,4o,26,0,http://www.odis.be/lnk/en/PB_46274,<p>philosophy =&gt; logic</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1744,printed,"Praecipva definitiones divisiones ac regvlae ex logica, physica et metaphysica Aristotelis",In gratiam studiosorum philosophiae academiae Lovaniensis,Latin,1653,1653,0,0,0,0,16o,2,0,http://www.odis.be/lnk/en/PB_46275,<p>philosophy =&gt; logic</p><p>natural philosophy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1745,printed,"Isagoge, id est, introductio in dialecticen",0,Latin,1547,1547,0,0,0,0,2o,2,0,http://www.odis.be/lnk/en/PB_46298,<p>philosophy =&gt; logic</p><p>textbook has the same content as previous editions in 1525 and 1532</p><p>textbook contains different books from Aristotle and an isagoge of Porphyrius</p><p>=&gt; Liber praedicabilium of Porphyrius</p><p>=&gt; Liber praedicamentorum of Aristotle</p><p>=&gt; Liber peri hermenias dividitur in duos libros partiales</p><p>=&gt; Liber topicoum Aristotelis in octo libros partiales dividitur</p><p>=&gt; Liber priorum analyticorum in duos dividitur</p><p>=&gt;&nbsp;Liber posteriorum Aristotelis =&gt; 2 books</p><p>=&gt; Liber elenchorum dividitur in duos libros partiales</p><p><br></p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1746,printed,De auscultatione naturali II. VIII,0,Latin,1522,1523,0,0,0,0,2o,2,0,http://www.odis.be/lnk/en/PB_46300,<p>natural philosophy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1747,printed,"Ethicorum ad Nicomachum libri decem, graece",0,Greek; Latin,1523,1523,0,0,0,0,4o,2,0,http://www.odis.be/lnk/en/PB_46301,<p>ethics</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1748,printed,Tractatus duodecim,0,Latin,1516,1516,0,0,0,0,4o,2,0,http://www.odis.be/lnk/en/PB_46302,<p>philosophy =&gt; logic</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1749,printed,Libellus de sphaera,"Libellus, cujus titulus est computus, eruditissimam anni & mensium descriptionem continens",Latin,1543,1543,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46315,<p>astronomy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1750,printed,Libellus de sphaera,0,Latin,1545,1545,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46316,<p>astronomy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1751,printed,Sphaera,0,Latin,1547,1547,0,0,0,0,8o,26,2,http://www.odis.be/lnk/en/PB_46317,<p>asrtonomy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1752,printed,Sphaera,0,Latin,1549,1549,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46318,<p>astronomy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1753,printed,Sphaera,0,Latin,1551,1551,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46319,<p>astronomy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1754,printed,Sphaera,0,Latin,1559,1559,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46320,<p>astronomy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1755,printed,Sphaera,0,Latin,1561,1561,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46321,<p>astronomy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1756,printed,Sphaera emendata,"Cum additionibus in margine, & indice rerum & locorum memorabilium, & familiarissimus scholiis, nunc recenter compertis, & collectis/Interserta etiam sunt egregia scholia in eandem sphaeram. Adjunximus computum ecclesiasticum",Latin,1566,1566,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46322,<p>astronomy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1757,printed,Sphaera emendata [lost book],0,Latin,1572,1572,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46323,<p>astronomy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1758,printed,Sphaera emendata,0,Latin,1573,1573,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46324,<p>astronomy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1759,printed,"Sphaera, emendata",0,Latin,1582,1582,0,0,0,0,8o,26,0,http://www.odis.be/lnk/en/PB_46325,<p>astronomy</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1760,printed,Ad Justinianum de tutelis libri duo,0,Latin,1557,1557,0,0,0,0,8o,2,0,http://www.odis.be/lnk/en/PB_46327,<p>civil law</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1761,printed,Oikonomia seu dispositio regularum utriusque juris in locos communes,0,Latin,1557,1557,0,0,0,0,8o,2,0,http://www.odis.be/lnk/en/PB_46328,<p>law</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1762,printed,Commentarii methodici,0,Latin,1641,1641,0,0,0,0,4o,2,0,http://www.odis.be/lnk/en/PB_46329,<p>civil law</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1763,printed,Ad Justinianum de obligationibus [peithanon] libri quinque,0,Latin,1553,1553,0,0,0,0,2o,2,0,http://www.odis.be/lnk/en/PB_46336,<p>civil law</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1764,printed,"De juris arte libri tres, juris pontificii et civilis liber singularis",0,Latin,1553,1553,0,0,0,0,2o,2,0,http://www.odis.be/lnk/en/PB_46337,<p>law</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1765,printed,"de juris arte libros tres, tabulae, et index locorum rerumque memorabilium collectoribus aliquot studiosis",0,Latin,1553,1553,0,0,0,0,2o,2,0,http://www.odis.be/lnk/en/PB_46338,<p>law</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1766,printed,"De Juris Arte libri tres. Ejusdem, Iuris civilis, sive ad pandectas libri sex priores",0,Latin,1555,1555,0,0,0,0,4o,2,0,http://www.odis.be/lnk/en/PB_46339,<p>law</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1767,printed,Praelectiones feudales,0,Latin,1641,1641,0,0,0,0,4o,2,0,http://www.odis.be/lnk/en/PB_46370,<p>Printed together with a textbook of Petrus Gudelinus =&gt;&nbsp;<span>De iure feudorum et pacis commentarii (ODIS/<span>PB_46036)</span></span></p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1768,printed,Commentarius ad Digestorum seu Pandectarum iuris civilis libros L,0,Latin,1645,1645,0,0,0,0,2o,2,0,http://www.odis.be/lnk/en/PB_46373,<p>civil law</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1769,printed,Commentarius Paratitlaris in Decretales Epistolas Gregorii IX. P. seu Jus Canonicum Universum,0,Latin,1646,1646,0,0,0,0,4o,2,0,http://www.odis.be/lnk/en/PB_46382,<p>canon law</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1770,printed,Commentarius ad decretales epistolas Gregorii IX,0,Latin,1647,1647,0,0,0,0,2o,2,0,http://www.odis.be/lnk/en/PB_46383,<p>canon law</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1771,printed,Commentarius ad Institutionum juris civilis libros IV,0,Latin,1653,1653,0,0,0,0,4o,2,0,http://www.odis.be/lnk/en/PB_46384,<p>civil law</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1772,printed,Commentarius ad Digestorum seu Pandectarum iuris civilis libros L,"Edititio secunda/Opus novum, juris universi, veteris, novi, novissimi, passim enucleati, locuples thesaurus",Latin,1656,1656,0,0,0,0,2o,2,0,http://www.odis.be/lnk/en/PB_46385,<p>civil law</p>,Imported from 20231128_ml_ingest_odis_ml_pb.json
1773,printed,Enchiridion titulorum juris,0,Latin,1554,1554,0,0,0,0,8o,2,0,http://www.odis.be/lnk/en/PB_46396,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1774,printed,Praelectiones feudales,0,Latin,1663,1663,0,0,0,0,4o,2,0,http://www.odis.be/lnk/en/PB_46397,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1775,printed,Commentarius ad Digestorum seu Pandectarum juris civilis libros L,0,Latin,1667,1667,0,0,0,0,2o,2,0,http://www.odis.be/lnk/en/PB_46398,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1776,printed,Commentarius ad Digestorum seu Pandectarum juris civilis libros L,0,Latin,1688,1688,0,0,0,0,2o,2,0,http://www.odis.be/lnk/en/PB_46399,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1777,printed,Commentarius ad Digestorum seu Pandectarum juris civilis libros L,0,Latin,1718,1718,0,0,0,0,2o,2,0,http://www.odis.be/lnk/en/PB_46400,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1778,printed,De principiis jurisprudentiae libri IV,0,Latin,1621,1621,0,0,0,0,8o,2,0,http://www.odis.be/lnk/en/PB_46402,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1779,printed,Institutiones Iustinianeae,0,Latin,1628,1628,0,0,0,0,4o,2,0,http://www.odis.be/lnk/en/PB_46403,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1780,printed,Ad institutionum iuris civilis imperatoris Iustiniani libros quatuor,"Hac secundâ editione limatior, & dimidio auctior",Latin,1633,1633,0,0,0,0,4o,2,0,http://www.odis.be/lnk/en/PB_46404,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1781,printed,"Breviarium Codicis Iustinianei, pars prima",0,Latin,1626,1627,0,0,0,0,4o,2,0,http://www.odis.be/lnk/en/PB_46405,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1782,printed,Commentarius ad Codicem justinianeum,0,Latin,1633,1633,0,0,0,0,2o,2,0,http://www.odis.be/lnk/en/PB_46406,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1783,printed,Commentarius ad Codicem justinianeum,0,Latin,1650,1650,0,0,0,0,2o,0,0,http://www.odis.be/lnk/en/PB_46407,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1784,printed,Commentarius ad Codicem Iustinianeum,0,Latin,1651,1651,0,0,0,0,2o,2,0,http://www.odis.be/lnk/en/PB_46408,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1785,printed,"Prochiron, sive enchiridion judiciarium quatuor libris comprehensum",0,Latin,1558,1558,0,0,0,0,8o,2,0,http://www.odis.be/lnk/en/PB_46409,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1786,printed,De principiis et oeconomia librorum iuris universi ad proemium pandectarum,0,Latin,1655,1655,0,0,0,0,8o,2,0,http://www.odis.be/lnk/en/PB_46410,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1787,printed,Recitationes ad tit. XXVIII. lib. II. Decretal. de appelationbus,0,Latin,1599,1599,0,0,0,0,4o,2,0,http://www.odis.be/lnk/en/PB_46411,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1788,printed,Singularium opinionum in iure civili libri dvo,0,Latin,1630,1630,0,0,0,0,4o,2,0,http://www.odis.be/lnk/en/PB_46418,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1789,printed,Singularium opinionum in iure civili libri sex,0,Latin,1641,1641,0,0,0,0,4o,2,0,http://www.odis.be/lnk/en/PB_46420,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1790,printed,Praelectionem in codicem Iustinianaevm pars prima,0,Latin,1626,1626,0,0,0,0,4o,2,0,http://www.odis.be/lnk/en/PB_46426,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1791,printed,Institutionum imperialium Erotemata rationibus illustrata,0,Latin,1629,1629,0,0,0,0,8o,2,0,http://www.odis.be/lnk/en/PB_46428,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1792,printed,In codicis justinianei libros VI priores paratitlares expositiones,"Editio altera, priori auctior & emendatior",Latin,1633,1633,0,0,0,0,4o,2,0,http://www.odis.be/lnk/en/PB_46429,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1793,printed,Institutiones imperiales erotematibus distinctae et explicatae,0,Latin,1635,1635,0,0,0,0,8o,2,0,http://www.odis.be/lnk/en/PB_46430,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1794,printed,Expositiones codicis justinianei,0,Latin,1637,1637,0,0,0,0,4o,2,0,http://www.odis.be/lnk/en/PB_46431,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1795,printed,Institutiones imperiales erotematibus distinctae et explicatae,0,Latin,1639,1639,0,0,0,0,8o,2,0,http://www.odis.be/lnk/en/PB_46432,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
1796,printed,Institutiones imperiales erotematibus distinctae et explicatae,0,Latin,1643,1643,0,0,0,0,8o,2,0,http://www.odis.be/lnk/en/PB_46434,0,Imported from 20231128_ml_ingest_odis_ml_pb.json
